A27,A24,A42,A41,A26,A22,A13,A16,A46,A15,A23,A39,A19,A35,A6,A45,A12,A25,A18,A38,A11,A14,A7,A1,A51,Bankrupt,Bankruptcy_Probability,Risk_Level
-4.8035,0.015486,-0.060977,-0.68894,-0.061767,-0.074044,-0.058413,-0.061767,0.71388,-5909.3,-0.073634,0.0018886,-0.073634,0.0022933,-0.64164,-0.31952,-0.23233,-0.25382,-0.089413,0.61337,-0.073998,-0.089413,-0.089413,-0.089413,0.38486,0.0,0.16869019878106445,Low Risk
4.705,0.49175,0.022576,0.18711,0.1242,0.071037,0.02199,0.15521,1.894,2351.6,0.014932,0.023109,0.019326,0.072714,0.48453,0.86001,0.13642,0.53233,0.060811,0.55422,0.07591,0.060811,0.060811,0.046985,0.44578,0.0,0.024345698525740492,Low Risk
1.7895,0.52043,0.089844,0.08775,0.18857,0.22562,0.065173,0.2395,1.0211,1524.0,0.037787,0.099397,0.051646,0.24961,0.0,0.7389,0.18979,0.30405,0.1297,0.31662,0.25577,0.1297,0.1297,0.094893,0.68338,0.0,0.117636598996403,Low Risk
26.8,1.5098,0.22274,0.019551,1.7419,0.32339,0.25299,1.7419,4.1447,209.54,0.22811,0.2229,0.22811,0.32363,0.0,6.0468,1.5787,0.78913,0.33119,0.78913,0.34326,0.33119,0.33119,0.33119,0.20979,0.0,0.008805177431800154,Low Risk
17.334,0.93373,0.06812,0.077359,0.40903,0.2525,0.064927,0.40903,1.2877,892.35,0.06465,0.068363,0.06465,0.2534,0.0,0.9054,0.42297,0.23964,0.23964,0.41164,0.2542,0.23964,0.23964,0.23964,0.56656,0.0,0.04715909628975315,Low Risk
-11.796,0.26335,-0.0096022,-1.103,-0.016643,-0.013888,-0.0013945,-0.0043887,2.1372,-26329.16,-0.0052883,-0.0089173,-0.0013945,-0.012897,0.0,-0.42918,-0.0043887,0.44611,-0.0020169,0.54044,-0.00083957,-0.0020169,-0.0020169,-0.0076486,0.45956,0.0,0.13992244259038508,Low Risk
-5.0758,-0.34021,-0.6177651999999999,-0.18516,-0.22867,-0.17494,-0.5715891999999999,-0.22867,0.07854096,-1596.2,-0.713508,-0.7070639999999999,-0.7124552,-0.17395,-0.63038,-2.2237,-0.29589,-0.83975,-0.20937,0.2924,-0.1749,-0.20937,-0.20937,-0.20937,0.70757,0.0,0.5030704921028774,Medium Risk
1.0841,0.37867,0.12104,0.0011863,9.21009599999998,0.16027,0.20869,9.96986399999998,26.50011999999998,12.182,0.11722,0.064088,0.13402,0.084859,0.0,0.68089,9.36795199999999,0.82608,0.17746,0.9843184,0.17746,0.17746,0.17746,0.15521,0.01154008,0.0,0.09569369705630966,Low Risk
89.992,0.086862,0.058393,0.032492,1.1129,0.063414,0.086431,1.3675,9.8362,266.91,0.063889,0.059003,0.079984,0.064077,0.0,0.20082,1.3501,0.92771,0.086862,0.93136,0.087567,0.086862,0.086862,0.069383,0.064337,0.0,0.14427098769651348,Low Risk
1.0841,0.21082,0.027029,0.08727,0.29693,0.11875,0.029073,0.39079,2.7099,934.0,0.020703,0.027468,0.027686,0.12068,0.0,2.4202,0.37215,0.60907,0.12164,0.67315,0.12164,0.12164,0.12164,0.090956,0.32685,0.0,0.1125179738837576,Low Risk
1.0355,0.2744,0.09749,0.040641,0.79204,0.12952,0.13135,0.79204,2.1743,460.83,0.094684,0.09749,0.094684,0.12952,0.2744,1.018,0.66206,0.75939,0.12579,0.78971,0.12579,0.12579,0.12579,0.12579,0.19,0.0,0.0,
1.3485,0.29484,0.056341,0.033347,0.24503,0.061038,0.031327,0.44375,7.5915,822.54,0.0030719,0.015717,0.0171,0.017027,0.0014148,0.0091085,0.2499,0.6888,0.018526,0.92352,0.06379,0.018526,0.018526,0.003328,0.074135,0.0,0.045192625470618426,Low Risk
0.0,-0.011262,0.0,2.3064,-0.10251,0.0,-0.028444,-0.10251,1.1566,-3560.5,-0.032454,0.00063039,-0.032454,0.0014702,0.0,-0.36284,-0.11697,0.27805,-0.075687,0.35292,-0.042374,-0.075687,-0.075687,-0.075687,0.64708,0.0,0.02008788976786835,Low Risk
0.60656,-0.47914,0.15279,0.019269,-0.8042,0.6893111999999999,-0.076467,-0.8042,0.36546,-453.86,-0.088166,0.15333,-0.088166,0.6873499999999996,0.0,-1.8514,-0.92724,0.11375,-0.572802,0.32421,0.7241655999999999,-0.572802,-0.572802,-0.5767864,0.67579,0.0,0.18051843430417858,Low Risk
0.8855,0.038418,0.041418,0.21759,0.079942,0.061018,0.040136,0.070985,0.43194,5141.9,0.0,0.049063,-0.0050643,0.072282,-0.011611,0.0,-0.0099692,0.15067,-0.007461,0.24772,0.061447,-0.007461,-0.007461,0.0,0.7484,0.0,0.1612132186089884,Low Risk
1.2066,0.42267,0.1068,0.019903,1.764,0.087523,0.17898,2.0555,8.467,177.57,0.11657,0.1068,0.14195,0.087523,0.31119,2.2247,2.0345,0.91489,0.11633,0.92906,0.11633,0.11633,0.11633,0.095528,0.05718,0.0,0.012828097441875302,Low Risk
0.42733,0.22095,0.042049,0.12018,0.22426,0.07097,0.082953,0.23536,0.38417,1550.8,0.024675,0.042049,0.028588,0.07097,0.17967,0.10418,0.084261,0.33682,0.048251,0.35906,0.048251,0.048251,0.048251,0.041646,0.57264,0.0,0.010345238095238095,Low Risk
7.7022,0.91479,0.02958,0.06953,0.45056,0.082883,0.049141,0.45056,1.2693,810.1,0.026433,0.039136,0.026433,0.10966,0.0,0.21086,0.2463,0.69312,0.074067,0.69439,0.084828,0.074067,0.074067,0.074067,0.30071,0.0,0.10197545859079667,Low Risk
1.0841,0.38145,0.22595,0.017302,1.6846,0.20113,0.26716,2.086,12.116,174.98,0.19496,0.21268,0.24637,0.18932,0.0,4.4936,4.1492,0.87441,0.2193,0.886,0.2193,0.2193,0.2193,0.17354,0.052854,0.0,0.04398939952421738,Low Risk
1.0841,0.13449,0.0,0.085515,0.0537,0.0,0.023074,0.0537,16.081,6797.1,0.023074,0.047995,0.023074,0.051066,0.014359,0.23878,0.54604,0.47749,0.02455,0.58304,0.02455,0.02455,0.02455,0.02455,0.04496,0.0,0.10171027752998849,Low Risk
0.6529,1.5098,0.0662,7.1124,0.00082922,0.025665,0.013802,0.00083947,0.07854096,37395.11999999996,0.0038332,0.0662,0.0040017,0.025665,0.8146951999999984,0.092416,0.00024339,-1.860876,0.0015514,-0.71117,0.0015514,0.0015514,0.0015514,0.0014861,1.637347999999999,0.0,0.3217353409083782,Medium Risk
-1.2293,-0.19706,-0.14265,-0.1312,-0.29233,-0.20405,-0.1344,-0.29724,0.40177,-1228.0,-0.16152,-0.14265,-0.16374,-0.20405,-0.20141,-0.6094,-0.36463,0.16625,-0.23423,0.17071,-0.23423,-0.23423,-0.23423,-0.23106,0.64236,0.0,0.2399286297398015,Low Risk
3.6,0.81282,0.26457,0.0087759,3.0983,0.30929,0.28674,3.7628,8.8294,97.002,0.21519,0.26457,0.26583,0.30929,0.65932,2.3461,3.4883,0.9059,0.31077,0.9059,0.31077,0.31077,0.31077,0.25157,0.089087,0.0,0.0,
14.958,0.09553,0.031877,0.21631,0.14677,0.10039,0.030892,0.14677,0.55885,2486.9,0.030333,0.027737,0.030333,0.087352,-0.97177,0.14338,0.15998,-0.87624,0.09553,0.33713,0.10224,0.09553,0.09553,0.09553,0.59715,0.0,0.3124235328583006,Medium Risk
477.29,1.1461,0.22025,0.022097,1.2769,0.44956,0.24365,1.561,1.8197,233.82,0.1841,0.18891,0.22845,0.38558,0.0,1.132,1.4636,0.65355,0.46629,0.68142,0.46724,0.46629,0.46629,0.37578,0.31858,0.0,0.017114035241840846,Low Risk
0.0,0.81504,0.0,0.62362,0.47215,0.0,0.15623,0.47215,1.1428,773.05,0.13855,0.02713,0.13855,0.043966,0.40204,2.2071,0.46575,0.45316,0.22452,0.51793,0.27105,0.22452,0.22452,0.22452,0.48207,0.0,0.01519765879744359,Low Risk
1.5653,0.097751,0.0059643,0.3769,0.059649,0.017954,0.012357,0.069219,0.92745,5273.1,0.00082432,0.002911,0.0025329,0.0087629,0.0,0.016239,0.015905,0.39196,0.0076246,0.46259,0.019095,0.0076246,0.0076246,0.0024815,0.47938,0.0,0.06085057975301284,Low Risk
2.121,0.068192,0.034397,0.22181,0.12654,0.043437,0.086372,0.12654,0.22832,2884.5,0.018193,0.030169,0.018193,0.038097,-0.18184,0.056202,0.063476,-0.15887,0.022974,0.63806,0.043454,0.022974,0.022974,0.022974,0.36194,0.0,0.13049478587979046,Low Risk
5.9345,0.1805,0.04739,0.047784,0.61313,0.07552,0.067309,0.76546,6.3129,476.84,0.039963,0.04739,0.053357,0.07552,0.0,0.77024,0.6068,0.81083,0.08503,0.85987,0.097756,0.08503,0.08503,0.063684,0.14013,0.0,0.031833053528598394,Low Risk
-43.65,-0.068508,-0.027528,-2.03,-0.005131,-0.068203,-0.0048875,-0.0076274,0.30872,-26329.16,-0.020294,-0.027721,-0.021893,-0.068682,-0.62115,-0.18702,-0.034166,-0.67143,-0.054243,-0.58761,-0.05268,-0.054243,-0.054243,-0.05028,1.5876,0.0,0.23161345275866774,Low Risk
50.307,0.26184,0.038556,0.15416,0.17374,0.06214,0.05094,0.21584,1.1164,1691.0,0.028529,0.029833,0.038466,0.048082,0.0,0.19307,0.16873,0.4412,0.061995,0.61963,0.063231,0.061995,0.061995,0.04598,0.36743,0.0,0.025433705818116853,Low Risk
-0.60126,0.10049,-0.064641,2.3209,0.0054257,-0.060813,-0.012717,-0.039514,0.5573,-9237.3,-0.067454,-0.064641,-0.081917,-0.060813,0.073016,-0.19338,-0.28121,0.66706,-0.077065,0.69578,-0.077065,-0.077065,-0.077065,-0.063459,0.27405,0.0,0.036309952399556186,Low Risk
2.2385,0.49726,0.1812,0.013612,2.1837,0.19819,0.26568,2.57,4.2681,142.02,0.15726,0.1812,0.19719,0.19819,0.36197,0.56352,1.9548,0.72081,0.21569,0.72354,0.21569,0.21569,0.21569,0.17201,0.11034,0.0,0.0017959360138348464,Low Risk
-1.0138,-0.27084,-0.009644,2.8716,-0.028429,-0.027493,-0.0067281,-0.028429,0.59645,-12839.0,-0.019119,-0.019357,-0.019119,-0.055185,0.0,-0.22743,-0.080843,0.26638,-0.054506,0.32532,-0.027386,-0.054506,-0.054506,-0.054506,0.67422,0.0,0.2900312462890798,Low Risk
6.6974,0.28945,0.051467,0.06702,0.42965,0.14944,0.048753,0.42965,1.7031,849.53,0.043783,0.051087,0.043783,0.14834,0.47287,0.29239,0.38584,0.57643,0.12713,0.67052,0.14944,0.12713,0.12713,0.12713,0.32948,0.0,0.045470558045847494,Low Risk
0.0,0.1549,0.0,0.32196,0.11629,0.0,0.04475,0.11629,0.71307,3138.8,0.0049083,0.013805,0.0049083,0.025608,0.0,0.032386,0.0204,0.055286,0.0091046,0.37111,0.080755,0.0091046,0.0091046,0.0091046,0.44631,0.0,0.029822558787550163,Low Risk
-0.0031218,0.01647,-0.00032371,0.5108,0.036532,-9.2037e-05,0.096409,0.036655,0.086028,9957.8,-0.073526,-0.00032371,-0.073202,-9.2037e-05,0.01647,-0.29428,-0.04343,0.10317,-0.020813,0.37177,-0.020813,-0.020813,-0.020813,-0.020905,0.47922,0.0,0.2208430736222754,Low Risk
-110.81,-0.051968,-0.0072247,0.24097,0.13772,-0.045352,0.013407,0.13772,1.1093,2650.3,-0.0072839,-0.0067213,-0.0072839,-0.042191,0.0,-0.36104,-0.11043,0.009951,-0.045723,0.58594,-0.045314,-0.045723,-0.045723,-0.045723,0.41406,0.0,0.18775222237522673,Low Risk
0.54831,0.14427,0.053503,0.15825,0.13618,0.084736,0.057066,0.1461,0.56583,2498.3,0.025546,0.053503,0.029419,0.084736,0.11814,0.19634,0.096877,0.35161,0.046593,0.48928,0.046593,0.046593,0.046593,0.040458,0.48095,0.0,0.003522222222222222,Low Risk
5848.95999999984,0.60393,0.022602,0.089839,0.4299,0.050292,0.055489,0.49007,2.1396,744.79,0.029267,0.0011977,0.03608,0.002665,0.0,0.265,0.32458,0.64099,0.080283,0.74806,0.080289,0.080283,0.080283,0.065122,0.24734,0.0,0.08076874825772618,Low Risk
1.0823,1.4208,0.097809,0.033034,0.86822,0.41272,0.10839,1.0138,1.7752,360.04,0.08423,0.097809,0.099791,0.41272,0.8146951999999984,2.9954,0.95636,0.28691,0.42108,0.29779,0.42108,0.42108,0.42108,0.35542,0.4403,0.0,0.12558155295047427,Low Risk
0.4104,0.2377,0.038557,0.063581,0.42755,0.08296,0.046728,0.51671,2.9001,706.39,0.03046,0.038557,0.038523,0.08296,0.20199,0.18207,0.43173,0.69686,0.082887,0.69945,0.082887,0.082887,0.082887,0.065538,0.19199,0.0,0.00036363636363636367,Low Risk
1.8674,0.19813,0.049826,0.28225,0.082783,0.037742,0.082293,0.089519,0.60351,4077.4,0.017362,0.050083,0.023554,0.037937,0.0,0.13737,0.03856,0.27934,0.017842,0.53695,0.038053,0.017842,0.017842,0.013151,0.4627,0.0,0.019667577826740928,Low Risk
0.9892,0.37599,0.090125,0.070689,0.37231,0.18569,0.08766,0.44162,1.1646,826.51,0.071709,0.090125,0.085465,0.18569,0.30459,0.29968,0.4404,0.58948,0.17609,0.59862,0.17609,0.17609,0.17609,0.14775,0.39984,0.0,0.010885546543847845,Low Risk
3.4651,0.16522,0.047365,0.1631,0.12012,0.1366,0.038067,0.15037,0.62455,2427.3,0.026038,0.049717,0.033696,0.14338,0.15408,0.14758,0.13628,0.22917,0.097177,0.28124,0.1366,0.097177,0.097177,0.075091,0.71304,0.0,0.15716179214140252,Low Risk
0.65341,0.022805,0.060814,0.1597,0.074627,0.08391,0.035835,0.080247,0.86766,4548.4,0.0022099,0.060814,0.0047199,0.08391,0.030708,0.014322,0.01057,0.34691,0.0065124,0.34691,0.0065124,0.0065124,0.0065124,0.0030492,0.61615,0.0,0.05210052892121091,Low Risk
-26.015,-1.019492,-0.18976,-0.046102,-0.73159,-0.4770488,-0.18719,-0.73159,0.28635,-498.91,-0.19195,-0.1903,-0.19195,-0.5391148,0.0,-0.9375,-0.76241,0.0022303,-0.572802,0.13145,-0.5104,-0.572802,-0.572802,-0.5767864,0.85466,0.0,0.5160560901353124,Medium Risk
1.1808,0.22397,0.10368,0.1944,0.12063,0.098959,0.10076,0.14532,0.68195,2511.8,0.070059,0.10368,0.087176,0.098959,0.18018,0.19767,0.12573,0.32527,0.083207,0.32527,0.083207,0.083207,0.083207,0.06687,0.6618,0.0,0.09759011342866311,Low Risk
2.3686,0.54319,0.1913,0.067539,0.44155,0.28051,0.19621,0.44155,0.80319,826.64,0.17119,0.1913,0.17119,0.28051,0.48598,3.0592,0.45034,0.3484,0.25103,0.44258,0.25103,0.25103,0.25103,0.25103,0.55742,0.0,0.009505786718893074,Low Risk
1.0082,1.5098,0.092098,0.044201,0.92264,0.23471,0.16046,1.0907,1.7686,334.66,0.11841,0.092098,0.14313,0.23471,0.8146951999999984,2.0417,1.8722,0.62506,0.36476,0.80517,0.36476,0.36476,0.36476,0.30177,0.19483,0.0,0.01397009752720839,Low Risk
-3.0451,-0.022423,-0.11142,-2.083,-0.016064,-0.033733,-0.050561,-0.017392,0.23777,-20986.0,-0.1116,-0.10488,-0.11546,-0.031753,0.0,-0.23124,-0.11969,0.0851,-0.034956,0.70273,-0.023879,-0.034956,-0.034956,-0.033788,0.29206,0.0,0.4969877233724977,Medium Risk
2.274,0.35362,0.083572,0.014293,1.489,0.13706,0.059426,1.489,10.438,245.13,0.049921,0.081626,0.049921,0.13386,0.0,0.35866,1.2509,0.89413,0.081869,0.93455,0.14214,0.081869,0.081869,0.081869,0.065451,0.0,0.07773406357370359,Low Risk
5848.95999999984,0.22835,0.11146,0.092218,0.37228,0.22159,0.11698,0.37228,1.3783,980.43,0.11486,0.15461,0.11486,0.30737,0.0,2.6722,0.36552,0.21436,0.22835,0.37529,0.22836,0.22835,0.22835,0.22835,0.62471,0.0,0.12076506744659492,Low Risk
0.086477,0.17442,0.0091016,0.053547,0.54592,0.01157,0.065305,0.70555,3.8623,517.32,0.0028027,0.0091016,0.017578,0.01157,0.11799,0.015115,0.21626,0.77031,0.022345,0.78465,0.022345,0.022345,0.022345,0.0035628,0.10332,0.0,0.0046,Low Risk
1.9516,0.15235,0.036869,0.54464,0.030789,0.03367,0.02749,0.036275,0.27526,10062.0,0.013821,0.03745,0.017979,0.0342,0.0,0.1113,0.045932,0.23336,0.016419,0.61982,0.033671,0.016419,0.016419,0.012622,0.35746,0.0,0.39177105059486494,Medium Risk
0.38553,0.12952,0.037077,0.046759,0.54595,0.10439,0.066639,0.54878,0.84884,665.12,0.017994,0.037077,0.018337,0.10439,0.12313,0.26372,0.16276,0.62724,0.051629,0.65194,0.051629,0.051629,0.051629,0.050662,0.3172,0.0,0.00275,Low Risk
-8.5182,0.30212,-0.14548,-0.058682,-0.57011,-0.20594,-0.084364,-0.57011,2.5787,-640.22,-0.14579,-0.14664,-0.14579,-0.20757,0.0,-5.841,-1.0572,0.77768,-0.20638,0.79053,-0.1822,-0.20638,-0.20638,-0.20638,0.19521,0.0,0.07886820821168183,Low Risk
0.076622,-0.10893,0.001361,0.3094,0.2383,0.0013892,0.18722,0.2383,0.38333,1531.7,0.10394,0.0052236,0.10394,0.0053317,-0.202,0.62165,0.19266,-0.095912,0.10609,0.43924,0.12422,0.10609,0.10609,0.10609,0.55067,0.0,0.019762230348071546,Low Risk
6.0968,0.071214,0.068093,0.14548,0.18179,0.084516,0.094425,0.20578,0.74566,1773.8,0.04637,0.070785,0.057376,0.087857,0.22198,0.49845,0.19339,0.41046,0.071214,0.43046,0.085076,0.071214,0.071214,0.057553,0.36823,0.0,0.12269702929415804,Low Risk
1.1755,-0.020175,0.10541,0.069189,0.41722,0.15217,0.21837,0.43658,0.27415,836.04,0.076425,0.10541,0.086111,0.15217,-0.030715,3.3664,0.17216,0.25525,0.12431,0.25525,0.12431,0.12431,0.12431,0.11032,0.72205,0.0,0.1120127343541661,Low Risk
-1.9996,0.068343,-0.24424,-0.22078,-0.14853,-0.15576,-0.0969,-0.1672,0.30184,-2183.1,-0.24402,-0.24424,-0.25483,-0.15576,0.029423,-1.2117,-0.4397,0.60969,-0.16252,0.60969,-0.16252,-0.16252,-0.16252,-0.15562,0.36962,0.0,0.20093489176339402,Low Risk
-1.046,-0.14755,-0.11679,-1.627,-0.036222,-0.079259,-0.072983,-0.059471,0.07854096,-6137.4,-0.13644,-0.11679,-0.16497,-0.079259,-0.14574,-0.158,-0.24522,0.15786,-0.11196,0.53414,-0.11196,-0.11196,-0.11196,-0.092597,0.45658,0.0,0.28458035672953147,Low Risk
0.63769,0.10392,0.057753,0.25454,0.077352,0.019573,0.11655,0.077352,0.61621,4718.7,-0.023012,0.05655,-0.023012,0.019165,0.025819,-0.74238,-0.043062,0.39318,-0.007799,0.81889,0.022895,-0.007799,-0.007799,-0.007799,0.18111,0.0,0.04091251544637869,Low Risk
0.83891,0.30707,0.077001,0.09232,0.27549,0.17323,0.084638,0.33493,1.2813,1089.8,0.056627,0.077001,0.071646,0.17323,0.24382,1.6174,0.28351,0.29897,0.16118,0.29897,0.16118,0.16118,0.16118,0.12739,0.56852,0.0,0.007542025110439433,Low Risk
-1.0975,-0.53027,-0.034641,4.3851,-0.037964,-0.080926,-0.025967,-0.037964,0.51891,-9614.4,-0.065807,-0.028088,-0.065807,-0.065617,-0.48003,-1.6916,-0.098263,-0.63377,-0.15374,-0.59792,-0.080002,-0.15374,-0.15374,-0.15374,1.5645,0.0,0.14521197510483919,Low Risk
0.74283,0.19353,0.06916,0.04669,0.49432,0.2409,0.073096,0.57432,0.97011,635.53,0.042455,0.06916,0.052637,0.2409,0.15249,0.99943,0.44987,0.52036,0.18335,0.55612,0.18335,0.18335,0.18335,0.14788,0.40756,0.0,0.042100262987801215,Low Risk
-0.16896,-0.0047875,-0.017268,-2.181132,0.0034067,-0.018559,0.0011757,0.0013981,0.68639,37395.11999999996,-0.013231,-0.017268,-0.01492,-0.018559,-0.0089841,-0.071948,-0.019966,0.073471,-0.016035,0.17414,-0.016035,-0.016035,-0.016035,-0.01422,0.80312,0.0,0.19043831442679854,Low Risk
4.9169,0.48486,0.084608,0.031041,0.93775,0.2589,0.10526,1.0557,1.5292,345.74,0.071038,0.083326,0.082798,0.25498,0.0,1.8908,1.0235,0.5344,0.25336,0.75246,0.30602,0.25336,0.25336,0.21738,0.24754,0.0,0.03299226161910962,Low Risk
-0.4176,-0.055669,0.0030324,2.5237,0.035147,0.0035083,0.028659,0.035147,0.75007,10385.0,0.020922,0.0060817,0.020922,0.007036,-0.14982,0.10713,0.027955,-0.10977,0.024205,0.13108,0.015804,0.024205,0.024205,0.024205,0.86583,0.0,0.056256044235320324,Low Risk
0.0,0.37588,0.0,0.54619,0.19737,0.0,0.12176,0.19737,0.49594,1849.3,0.084112,0.047654,0.084112,0.085393,-0.44857,0.46968,0.21577,-0.17139,0.15072,0.28753,0.181,0.15072,0.15072,0.15072,0.69854,0.0,0.029136122158124663,Low Risk
0.073847,0.20899,0.0049921,0.27284,0.087627,0.0028992,0.046468,0.12531,2.8485,2912.7,-0.0078179,0.27604,0.0061566,0.16031,0.087968,-0.059661,0.025931,0.76823,0.0035755,0.86212,0.042835,0.0035755,0.0035755,-0.0045403,0.13788,0.0,0.03505558927075955,Low Risk
1.1231,0.6269,0.09753,0.042745,0.60133,0.1383,0.1389,0.70618,1.2842,516.86,0.064524,0.09753,0.085148,0.1383,0.49713,0.30808,0.63015,0.66939,0.12074,0.75669,0.12074,0.12074,0.12074,0.091496,0.19161,0.0,0.008345800865800865,Low Risk
16.297,0.48538,0.12708,0.034774,0.781,0.18179,0.16741,0.91852,2.6913,397.38,0.094717,0.12637,0.11978,0.18077,0.0,1.0715,0.92602,0.69841,0.17135,0.81496,0.1825,0.17135,0.17135,0.13549,0.18504,0.0,0.005821880169234867,Low Risk
2.7189,0.79695,0.21291,0.027419,1.2043,0.25332,0.24819,1.2042,2.0268,303.1,0.21399,0.21291,0.21397,0.25332,0.7958,2.1318,1.2203,0.73326,0.25459,0.76986,0.25459,0.25459,0.25459,0.25461,0.20862,0.0,1.8158236057068743e-05,Low Risk
-0.010194,0.028337,-0.0010194,0.34821,0.069759,-0.0012721,0.04686,0.072415,0.54377,5040.4,-0.016974,-0.0010194,-0.015256,-0.0012721,0.017354,-0.10535,-0.028429,0.18961,-0.019039,0.32748,-0.019039,-0.019039,-0.019039,-0.021183,0.66968,0.0,0.04114221360025352,Low Risk
1.0841,0.43902,0.15135,0.013758,2.0588,0.43622,0.16246,2.4374,1.9679,149.75,0.12709,0.15033,0.15233,0.43328,0.055518,0.60978,2.2854,0.78349,0.43902,0.8079,0.43902,0.43902,0.43902,0.3663,0.1921,0.0,0.24596426329621127,Low Risk
-0.0045037,0.36526,-0.00045386,0.89706,0.14409,-0.00087707,0.060147,0.19672,1.0596,1855.4,0.032397,-0.00045386,0.048488,-0.00087707,0.27317,0.31505,0.1623,0.36211,0.093701,0.37563,0.093701,0.093701,0.093701,0.062605,0.57732,0.0,0.012609481661002961,Low Risk
0.0,-0.072533,0.0,4.0067,0.0084853,0.0,0.011763,0.0084853,0.66337,37395.11999999996,0.00022984,0.00016758,0.00022984,0.00010954,0.0,0.00067533,0.00016579,0.076456,0.00015024,0.093775,0.020228,0.00015024,0.00015024,0.00015024,0.90622,0.0,0.056669269057869426,Low Risk
1.1646,0.26489,0.01383,0.035545,0.40951,0.063809,0.012426,0.48237,8.1609,756.69,0.00022166,0.017279,0.0020985,0.07972,0.2906,0.63279,0.081462,0.63294,0.0096819,0.88115,0.064474,0.0096819,0.0096819,0.0010227,0.11885,0.0,0.04519981999672058,Low Risk
106.34,0.57126,0.08446,0.057618,0.53322,0.13758,0.12387,0.65729,1.9116,555.31,0.075922,0.098283,0.099302,0.1601,0.0,0.75223,0.63597,0.67378,0.16176,0.70209,0.16305,0.16176,0.16176,0.12367,0.25435,0.0,0.012818595803779156,Low Risk
-22.801,-0.11904,-0.14285,-0.26599,-0.13707,-0.20524,-0.073104,-0.13707,1.2357,-2663.0,-0.14911,-0.14285,-0.14911,-0.20524,0.073491,-1.5775,-0.49655,-0.090962,-0.21424,0.42569,-0.20524,-0.21424,-0.21424,-0.21424,0.43145,0.0,0.24020557178612226,Low Risk
1.3014,0.33068,0.11448,0.20535,0.12995,0.045274,0.1496,0.14986,1.151,2435.5,0.084386,0.11448,0.10426,0.045274,0.26513,0.20574,0.58174,0.59373,0.041232,0.91762,0.041232,0.041232,0.041232,0.033372,0.070877,0.0,0.006307319231417496,Low Risk
0.39034,0.050587,0.039584,0.15048,0.18002,0.034245,0.096934,0.17816,0.99932,2048.7,0.018661,0.039584,0.017651,0.034245,0.037487,0.10689,0.066595,0.37021,0.01527,0.6116,0.01527,0.01527,0.01527,0.016144,0.2293,0.0,0.004061538461538461,Low Risk
1.3327,0.31703,0.1174,0.018598,1.5427,0.088633,0.16147,1.8196,4.7014,200.59,0.097428,0.1174,0.122,0.088633,0.25621,0.22013,1.3749,0.92165,0.092111,0.92165,0.092111,0.092111,0.092111,0.073556,0.066994,0.0,0.005410909979698419,Low Risk
0.11536,-0.14024,0.011516,0.15506,0.16087,0.024685,0.0328,0.18025,0.37064,2025.0,0.0022068,0.011516,0.0057331,0.024685,-0.12847,0.023539,0.031506,0.60993,0.012289,0.60993,0.012289,0.012289,0.012289,0.0047306,0.39007,0.0,0.005487878787878788,Low Risk
4483.4,0.44246,0.11242,0.024971,1.1156,0.44238,0.13207,1.3351,2.1619,273.39,0.090726,0.097838,0.11244,0.38501,-0.035052,13.622,1.1367,0.44546,0.44246,0.61073,0.44256,0.44246,0.44246,0.35702,0.38927,0.0,0.022839354680591388,Low Risk
0.28568,0.25507,0.066371,0.069933,-0.24967,0.080959,-0.09837,-0.36089,0.28064,-1011.4,-0.13161,0.064213,-0.16192,0.078326,0.0,-1.5717,-0.59424,-0.03834,-0.19751,0.66751,0.085877,-0.19751,-0.19751,-0.16053,0.33238,0.0,0.10122928814288544,Low Risk
2.1513,0.51691,0.17748,0.028328,0.89783,0.36834,0.18062,1.0886,1.4179,335.3,0.13389,0.17748,0.16554,0.36834,0.41364,0.82969,1.0308,0.62878,0.34355,0.63984,0.34355,0.34355,0.34355,0.27786,0.33328,0.0,0.005936228874553365,Low Risk
-160.2316,-0.11675,-0.13629,-0.038489,-0.87032,-0.031764,-0.13696,-0.87032,6.5226,-419.39,-0.13696,-0.12233,-0.13696,-0.028511,0.0,-0.67984,-0.87032,0.74024,-0.03192,0.96333,-0.031737,-0.03192,-0.03192,-0.03192,0.036676,0.0,0.30069106941818896,Medium Risk
1.0841,0.4539,0.16448,0.016529,1.9943,0.45296,0.16705,2.0208,3.5036,180.62,0.16263,0.16373,0.16482,0.4509,0.0,2.2129,1.9938,0.68223,0.4539,0.77234,0.4539,0.4539,0.4539,0.44787,0.22765,0.0,0.09876388872522676,Low Risk
150.67,0.76577,0.29815,0.019361,1.433,0.59552,0.32916,1.7148,2.9115,212.86,0.24274,0.29947,0.29683,0.59816,0.0,5.6615,2.3438,0.55204,0.59289,0.74835,0.59684,0.59289,0.59289,0.48485,0.25296,0.0,0.007600918980609524,Low Risk
0.21862,0.18575,0.021405,0.12761,0.23666,0.10979,0.022907,0.25082,1.7856,1455.2,0.019489,0.021405,0.020782,0.10979,0.15895,14.906,0.22755,0.45527,0.1066,0.45527,0.1066,0.1066,0.1066,0.099962,0.46844,0.0,0.009196396396396397,Low Risk
4.6467,0.31741,0.078999,0.073642,0.47101,0.040415,0.26314,0.5081,2.2953,718.36,0.088513,0.042149,0.10772,0.021563,0.0,0.282825,0.51208,0.17455,0.055109,0.86222,0.063806,0.055109,0.055109,0.045282,0.10762,0.0,0.02216505927583054,Low Risk
